ror_id,field,value,duplicated_in
https://ror.org/01txwsw02,external_ids_FundRef_all_0,501100010449,external_ids_FundRef_preferred
https://ror.org/01txwsw02,external_ids_GRID_all,grid.461742.2,external_ids_GRID_preferred
https://ror.org/01txwsw02,external_ids_ISNI_all_0,0000 0000 8855 0365,external_ids_ISNI_preferred
https://ror.org/05r6j0v30,external_ids_GRID_all,grid.415314.6,external_ids_GRID_preferred
https://ror.org/05r6j0v30,external_ids_ISNI_all_0,0000 0004 0628 3312,external_ids_ISNI_preferred
https://ror.org/01cb2rv04,external_ids_GRID_all,grid.459886.e,external_ids_GRID_preferred
https://ror.org/01cb2rv04,external_ids_ISNI_all_0,0000 0000 9905 739X,external_ids_ISNI_preferred
https://ror.org/001j5ag10,external_ids_GRID_all,grid.494697.1,external_ids_GRID_preferred
https://ror.org/001j5ag10,external_ids_ISNI_all_0,0000 0000 8581 2147,external_ids_ISNI_preferred
https://ror.org/05164ka66,external_ids_GRID_all,grid.442180.b,external_ids_GRID_preferred
https://ror.org/05164ka66,external_ids_ISNI_all_0,0000 0004 1789 8267,external_ids_ISNI_preferred
https://ror.org/03bnma344,relationships_1_type,Parent,relationships_0_type
https://ror.org/03bnma344,relationships_2_type,Parent,relationships_0_type
https://ror.org/03bnma344,external_ids_GRID_all,grid.461605.0,external_ids_GRID_preferred
https://ror.org/03bnma344,external_ids_ISNI_all_0,0000 0004 0609 6787,external_ids_ISNI_preferred
https://ror.org/04epn6t09,external_ids_GRID_all,grid.496346.a,external_ids_GRID_preferred
https://ror.org/04epn6t09,external_ids_ISNI_all_0,0000 0004 5941 8321,external_ids_ISNI_preferred
https://ror.org/00s8xgq82,external_ids_GRID_all,grid.443148.e,external_ids_GRID_preferred
https://ror.org/00s8xgq82,external_ids_ISNI_all_0,0000 0004 0554 2335,external_ids_ISNI_preferred
https://ror.org/01tytrg27,relationships_1_type,Child,relationships_0_type
https://ror.org/01tytrg27,external_ids_GRID_all,grid.433132.4,external_ids_GRID_preferred
https://ror.org/01tytrg27,external_ids_ISNI_all_0,0000 0001 2165 6445,external_ids_ISNI_preferred
https://ror.org/04wcznf70,external_ids_GRID_all,grid.468029.1,external_ids_GRID_preferred
https://ror.org/04wcznf70,external_ids_ISNI_all_0,0000 0004 5899 5987,external_ids_ISNI_preferred
https://ror.org/042pm2v89,external_ids_GRID_all,grid.452150.7,external_ids_GRID_preferred
https://ror.org/042pm2v89,external_ids_ISNI_all_0,0000 0001 1088 2332,external_ids_ISNI_preferred
https://ror.org/04855hn71,external_ids_GRID_all,grid.492492.0,external_ids_GRID_preferred
https://ror.org/04855hn71,external_ids_ISNI_all_0,0000 0004 0484 5705,external_ids_ISNI_preferred
https://ror.org/04q881785,relationships_1_type,Child,relationships_0_type
https://ror.org/04q881785,external_ids_GRID_all,grid.426236.7,external_ids_GRID_preferred
https://ror.org/04q881785,external_ids_ISNI_all_0,0000 0001 1087 261X,external_ids_ISNI_preferred
https://ror.org/04yy0hz59,external_ids_GRID_all,grid.482820.4,external_ids_GRID_preferred
https://ror.org/04yy0hz59,external_ids_ISNI_all_0,0000 0001 0598 3614,external_ids_ISNI_preferred
https://ror.org/04eqd2f30,external_ids_GRID_all,grid.415479.a,external_ids_GRID_preferred
https://ror.org/04eqd2f30,external_ids_ISNI_all_0,0000 0001 0561 8609,external_ids_ISNI_preferred
https://ror.org/04vbzm272,external_ids_GRID_all,grid.483804.3,external_ids_GRID_preferred
https://ror.org/04vbzm272,external_ids_ISNI_all_0,0000 0004 6090 1708,external_ids_ISNI_preferred
https://ror.org/03fy4k061,external_ids_GRID_all,grid.451905.c,external_ids_GRID_preferred
https://ror.org/03fy4k061,external_ids_ISNI_all_0,0000 0001 1209 1833,external_ids_ISNI_preferred
https://ror.org/03wxgdq82,external_ids_GRID_all,grid.423398.7,external_ids_GRID_preferred
https://ror.org/03wxgdq82,external_ids_ISNI_all_0,0000 0000 9548 5856,external_ids_ISNI_preferred
https://ror.org/01dt8cc51,external_ids_GRID_all,grid.461638.e,external_ids_GRID_preferred
https://ror.org/01dt8cc51,external_ids_ISNI_all_0,0000 0000 9264 5535,external_ids_ISNI_preferred
https://ror.org/05v30a202,external_ids_GRID_all,grid.422466.0,external_ids_GRID_preferred
https://ror.org/05v30a202,external_ids_ISNI_all_0,0000 0000 9818 1540,external_ids_ISNI_preferred
https://ror.org/006edv995,external_ids_GRID_all,grid.483354.d,external_ids_GRID_preferred
https://ror.org/006edv995,external_ids_ISNI_all_0,0000 0001 2116 1928,external_ids_ISNI_preferred
https://ror.org/01mh6b283,external_ids_GRID_all,grid.411737.7,external_ids_GRID_preferred
https://ror.org/01mh6b283,external_ids_ISNI_all_0,0000 0001 2115 4197,external_ids_ISNI_preferred
https://ror.org/04r4vm305,external_ids_GRID_all,grid.444213.4,external_ids_GRID_preferred
https://ror.org/04r4vm305,external_ids_ISNI_all_0,0000 0004 0386 8825,external_ids_ISNI_preferred
https://ror.org/00ztzxf77,external_ids_GRID_all,grid.465825.8,external_ids_GRID_preferred
https://ror.org/00ztzxf77,external_ids_ISNI_all_0,0000 0001 2034 7798,external_ids_ISNI_preferred
https://ror.org/05fk67q44,external_ids_GRID_all,grid.457218.d,external_ids_GRID_preferred
https://ror.org/05fk67q44,external_ids_ISNI_all_0,0000 0000 9432 9456,external_ids_ISNI_preferred
https://ror.org/00nqgfj77,external_ids_GRID_all,grid.410976.d,external_ids_GRID_preferred
https://ror.org/00nqgfj77,external_ids_ISNI_all_0,0000 0001 0528 4266,external_ids_ISNI_preferred
https://ror.org/019mqw137,external_ids_GRID_all,grid.452038.8,external_ids_GRID_preferred
https://ror.org/019mqw137,external_ids_ISNI_all_0,0000 0001 0191 6772,external_ids_ISNI_preferred
https://ror.org/04c3xh334,external_ids_GRID_all,grid.466264.4,external_ids_GRID_preferred
https://ror.org/04c3xh334,external_ids_ISNI_all_0,0000 0000 8694 2103,external_ids_ISNI_preferred
https://ror.org/014pmyt66,external_ids_GRID_all,grid.467380.e,external_ids_GRID_preferred
https://ror.org/014pmyt66,external_ids_ISNI_all_0,0000 0004 5901 7149,external_ids_ISNI_preferred
https://ror.org/01svc3820,external_ids_GRID_all,grid.467778.d,external_ids_GRID_preferred
https://ror.org/01svc3820,external_ids_ISNI_all_0,0000 0004 5985 9549,external_ids_ISNI_preferred
https://ror.org/057ha1659,external_ids_GRID_all,grid.472145.1,external_ids_GRID_preferred
https://ror.org/057ha1659,external_ids_ISNI_all_0,0000 0001 0691 7969,external_ids_ISNI_preferred
https://ror.org/03pmser87,external_ids_GRID_all,grid.427818.0,external_ids_GRID_preferred
https://ror.org/03pmser87,external_ids_ISNI_all_0,0000 0004 0425 290X,external_ids_ISNI_preferred
https://ror.org/04e4b7b24,external_ids_GRID_all,grid.463681.e,external_ids_GRID_preferred
https://ror.org/04e4b7b24,external_ids_ISNI_all_0,0000 0004 0452 758X,external_ids_ISNI_preferred
https://ror.org/02sxnp368,external_ids_GRID_all,grid.471426.2,external_ids_GRID_preferred
https://ror.org/02sxnp368,external_ids_ISNI_all_0,0000 0001 2115 5579,external_ids_ISNI_preferred
https://ror.org/04jn0td46,external_ids_FundRef_all_0,501100008780,external_ids_FundRef_preferred
https://ror.org/04jn0td46,external_ids_GRID_all,grid.464492.9,external_ids_GRID_preferred
https://ror.org/04jn0td46,external_ids_ISNI_all_0,0000 0001 0158 6320,external_ids_ISNI_preferred
https://ror.org/049yyjd94,external_ids_GRID_all,grid.486849.f,external_ids_GRID_preferred
https://ror.org/049yyjd94,external_ids_ISNI_all_0,0000 0000 9206 1177,external_ids_ISNI_preferred
https://ror.org/04vkcpy08,external_ids_FundRef_all_0,100010762,external_ids_FundRef_preferred
https://ror.org/04vkcpy08,external_ids_GRID_all,grid.452051.7,external_ids_GRID_preferred
https://ror.org/04vkcpy08,external_ids_ISNI_all_0,0000 0000 9724 751X,external_ids_ISNI_preferred
https://ror.org/04pd5sn65,external_ids_GRID_all,grid.437919.1,external_ids_GRID_preferred
https://ror.org/04pd5sn65,external_ids_ISNI_all_0,0000 0000 9757 4633,external_ids_ISNI_preferred
https://ror.org/00hhrbd92,external_ids_GRID_all,grid.470421.4,external_ids_GRID_preferred
https://ror.org/00hhrbd92,external_ids_ISNI_all_0,0000 0004 1799 9930,external_ids_ISNI_preferred
https://ror.org/02mhn1j26,external_ids_GRID_all,grid.451957.b,external_ids_GRID_preferred
https://ror.org/02mhn1j26,external_ids_ISNI_all_0,0000 0001 1010 6464,external_ids_ISNI_preferred
https://ror.org/01wvpfr56,external_ids_GRID_all,grid.426042.6,external_ids_GRID_preferred
https://ror.org/01wvpfr56,external_ids_ISNI_all_0,0000 0001 2069 7720,external_ids_ISNI_preferred
https://ror.org/00cxy0s05,external_ids_GRID_all,grid.417615.0,external_ids_GRID_preferred
https://ror.org/00cxy0s05,external_ids_ISNI_all_0,0000 0001 2296 5231,external_ids_ISNI_preferred
https://ror.org/04fev8a92,external_ids_GRID_all,grid.492702.a,external_ids_GRID_preferred
https://ror.org/04fev8a92,external_ids_ISNI_all_0,0000 0000 9025 6587,external_ids_ISNI_preferred
https://ror.org/03whmxv51,external_ids_GRID_all,grid.441253.5,external_ids_GRID_preferred
https://ror.org/03whmxv51,external_ids_ISNI_all_0,0000 0004 0485 2198,external_ids_ISNI_preferred
https://ror.org/04banag31,external_ids_GRID_all,grid.458415.9,external_ids_GRID_preferred
https://ror.org/04banag31,external_ids_ISNI_all_0,0000 0004 5934 6583,external_ids_ISNI_preferred
https://ror.org/01ycfpe90,external_ids_GRID_all,grid.441069.e,external_ids_GRID_preferred
https://ror.org/01ycfpe90,external_ids_ISNI_all_0,0000 0004 0424 1979,external_ids_ISNI_preferred
https://ror.org/03c6k3q87,external_ids_GRID_all,grid.490276.e,external_ids_GRID_preferred
https://ror.org/03c6k3q87,external_ids_ISNI_all_0,0000 0005 0259 8496,external_ids_ISNI_preferred
https://ror.org/05bnyh780,external_ids_GRID_all,grid.458695.3,external_ids_GRID_preferred
https://ror.org/05bnyh780,external_ids_ISNI_all_0,0000 0001 0811 2048,external_ids_ISNI_preferred
https://ror.org/05vydvf11,external_ids_GRID_all,grid.494028.3,external_ids_GRID_preferred
https://ror.org/05vydvf11,external_ids_ISNI_all_0,0000 0001 2322 5577,external_ids_ISNI_preferred
https://ror.org/02x3xhs38,external_ids_GRID_all,grid.480939.f,external_ids_GRID_preferred
https://ror.org/02x3xhs38,external_ids_ISNI_all_0,0000 0001 0279 8683,external_ids_ISNI_preferred
https://ror.org/05t1q2n98,external_ids_GRID_all,grid.465915.a,external_ids_GRID_preferred
https://ror.org/05t1q2n98,external_ids_ISNI_all_0,0000 0004 0387 4942,external_ids_ISNI_preferred
https://ror.org/03egq2t30,external_ids_GRID_all,grid.475651.4,external_ids_GRID_preferred
https://ror.org/03egq2t30,external_ids_ISNI_all_0,0000 0004 0638 2118,external_ids_ISNI_preferred
https://ror.org/04hj67y24,external_ids_GRID_all,grid.433311.7,external_ids_GRID_preferred
https://ror.org/04hj67y24,external_ids_ISNI_all_0,0000 0001 1941 1860,external_ids_ISNI_preferred
https://ror.org/036k3ee35,external_ids_GRID_all,grid.450250.6,external_ids_GRID_preferred
https://ror.org/036k3ee35,external_ids_ISNI_all_0,0000 0004 5896 0258,external_ids_ISNI_preferred
https://ror.org/01vta4r13,external_ids_GRID_all,grid.414514.1,external_ids_GRID_preferred
https://ror.org/01vta4r13,external_ids_ISNI_all_0,0000 0001 0500 9299,external_ids_ISNI_preferred
https://ror.org/04svth815,external_ids_GRID_all,grid.467279.9,external_ids_GRID_preferred
https://ror.org/04svth815,external_ids_ISNI_all_0,0000 0000 8588 5987,external_ids_ISNI_preferred
https://ror.org/05wpjpp83,external_ids_GRID_all,grid.467948.0,external_ids_GRID_preferred
https://ror.org/05wpjpp83,external_ids_ISNI_all_0,0000 0001 0194 1193,external_ids_ISNI_preferred
https://ror.org/04aexc280,external_ids_GRID_all,grid.489737.6,external_ids_GRID_preferred
https://ror.org/04aexc280,external_ids_ISNI_all_0,0000 0001 0944 0043,external_ids_ISNI_preferred
https://ror.org/018rwb805,external_ids_GRID_all,grid.495269.5,external_ids_GRID_preferred
https://ror.org/018rwb805,external_ids_ISNI_all_0,0000 0004 8340 902X,external_ids_ISNI_preferred
https://ror.org/02fd11n27,external_ids_FundRef_all_0,100011902,external_ids_FundRef_preferred
https://ror.org/02fd11n27,external_ids_GRID_all,grid.491280.6,external_ids_GRID_preferred
https://ror.org/02fd11n27,external_ids_ISNI_all_0,0000 0001 0943 3601,external_ids_ISNI_preferred
https://ror.org/05pnwvj86,external_ids_GRID_all,grid.423818.4,external_ids_GRID_preferred
https://ror.org/05pnwvj86,external_ids_ISNI_all_0,0000 0001 1945 7711,external_ids_ISNI_preferred
https://ror.org/01w9crx19,external_ids_GRID_all,grid.458402.f,external_ids_GRID_preferred
https://ror.org/01w9crx19,external_ids_ISNI_all_0,0000 0001 0729 3131,external_ids_ISNI_preferred
https://ror.org/005k9c849,external_ids_GRID_all,grid.424995.7,external_ids_GRID_preferred
https://ror.org/005k9c849,external_ids_ISNI_all_0,0000 0000 8645 6607,external_ids_ISNI_preferred
https://ror.org/03zxw5p19,external_ids_GRID_all,grid.496079.5,external_ids_GRID_preferred
https://ror.org/03zxw5p19,external_ids_ISNI_all_0,0000 0004 5935 0873,external_ids_ISNI_preferred
https://ror.org/01hpwkg10,external_ids_GRID_all,grid.502401.2,external_ids_GRID_preferred
https://ror.org/01hpwkg10,external_ids_ISNI_all_0,0000 0001 1093 1835,external_ids_ISNI_preferred
https://ror.org/01pen7a46,external_ids_GRID_all,grid.459937.5,external_ids_GRID_preferred
https://ror.org/01pen7a46,external_ids_ISNI_all_0,0000 0004 0426 9541,external_ids_ISNI_preferred
https://ror.org/05e87zb45,external_ids_FundRef_all_0,100011006,external_ids_FundRef_preferred
https://ror.org/05e87zb45,external_ids_GRID_all,grid.427734.1,external_ids_GRID_preferred
https://ror.org/05e87zb45,external_ids_ISNI_all_0,0000 0000 8786 0919,external_ids_ISNI_preferred
https://ror.org/055bgss27,external_ids_GRID_all,grid.475584.f,external_ids_GRID_preferred
https://ror.org/055bgss27,external_ids_ISNI_all_0,0000 0004 0498 8124,external_ids_ISNI_preferred
https://ror.org/05sqvvk08,external_ids_GRID_all,grid.485834.6,external_ids_GRID_preferred
https://ror.org/05sqvvk08,external_ids_ISNI_all_0,0000 0000 8786 6296,external_ids_ISNI_preferred
https://ror.org/02rxnmn30,external_ids_GRID_all,grid.421430.0,external_ids_GRID_preferred
https://ror.org/02rxnmn30,external_ids_ISNI_all_0,0000 0000 9588 1330,external_ids_ISNI_preferred
https://ror.org/02a0gq659,external_ids_GRID_all,grid.452036.6,external_ids_GRID_preferred
https://ror.org/02a0gq659,external_ids_ISNI_all_0,0000 0001 0628 5666,external_ids_ISNI_preferred
https://ror.org/05sz4ta21,external_ids_GRID_all,grid.484248.6,external_ids_GRID_preferred
https://ror.org/05sz4ta21,external_ids_ISNI_all_0,0000 0004 0407 2546,external_ids_ISNI_preferred
https://ror.org/027ymyq71,external_ids_GRID_all,grid.480754.a,external_ids_GRID_preferred
https://ror.org/027ymyq71,external_ids_ISNI_all_0,0000 0004 6090 2444,external_ids_ISNI_preferred
https://ror.org/011jhfp96,external_ids_GRID_all,grid.419810.5,external_ids_GRID_preferred
https://ror.org/011jhfp96,external_ids_ISNI_all_0,0000 0000 8921 5227,external_ids_ISNI_preferred
https://ror.org/04xhre718,external_ids_GRID_all,grid.418326.a,external_ids_GRID_preferred
https://ror.org/04xhre718,external_ids_ISNI_all_0,0000 0004 9343 3023,external_ids_ISNI_preferred
https://ror.org/00fc1dp67,external_ids_GRID_all,grid.474324.2,external_ids_GRID_preferred
https://ror.org/00fc1dp67,external_ids_ISNI_all_0,0000 0001 2160 3407,external_ids_ISNI_preferred
https://ror.org/017sfvb56,external_ids_GRID_all,grid.460243.7,external_ids_GRID_preferred
https://ror.org/017sfvb56,external_ids_ISNI_all_0,0000 0001 0613 1851,external_ids_ISNI_preferred
https://ror.org/039w1jh10,external_ids_GRID_all,grid.454090.c,external_ids_GRID_preferred
https://ror.org/039w1jh10,external_ids_ISNI_all_0,0000 0000 9894 9468,external_ids_ISNI_preferred
https://ror.org/01nbfnq73,external_ids_GRID_all,grid.420848.2,external_ids_GRID_preferred
https://ror.org/01nbfnq73,external_ids_ISNI_all_0,0000 0000 9492 9128,external_ids_ISNI_preferred
https://ror.org/02frnkp15,external_ids_GRID_all,grid.501981.4,external_ids_GRID_preferred
https://ror.org/02frnkp15,external_ids_ISNI_all_0,0000 0001 2220 7625,external_ids_ISNI_preferred
https://ror.org/04hkmct58,external_ids_GRID_all,grid.448455.c,external_ids_GRID_preferred
https://ror.org/04hkmct58,external_ids_ISNI_all_0,0000 0000 9229 8481,external_ids_ISNI_preferred
https://ror.org/02k3v9512,external_ids_FundRef_all_0,501100014417,external_ids_FundRef_preferred
https://ror.org/02k3v9512,external_ids_GRID_all,grid.419811.4,external_ids_GRID_preferred
https://ror.org/02k3v9512,external_ids_ISNI_all_0,0000 0001 2230 8004,external_ids_ISNI_preferred
https://ror.org/0549jh941,external_ids_GRID_all,grid.496149.7,external_ids_GRID_preferred
https://ror.org/0549jh941,external_ids_ISNI_all_0,0000 0004 5942 6452,external_ids_ISNI_preferred
https://ror.org/03vxy9y38,external_ids_GRID_all,grid.483820.5,external_ids_GRID_preferred
https://ror.org/03vxy9y38,external_ids_ISNI_all_0,0000 0004 5899 4407,external_ids_ISNI_preferred
https://ror.org/05g1nvk51,external_ids_GRID_all,grid.479729.6,external_ids_GRID_preferred
https://ror.org/05g1nvk51,external_ids_ISNI_all_0,0000 0000 8783 1579,external_ids_ISNI_preferred
https://ror.org/00t541f81,external_ids_GRID_all,grid.496165.9,external_ids_GRID_preferred
https://ror.org/00t541f81,external_ids_ISNI_all_0,0000 0000 9786 5393,external_ids_ISNI_preferred
https://ror.org/04a4p3671,external_ids_GRID_all,grid.485237.f,external_ids_GRID_preferred
https://ror.org/04a4p3671,external_ids_ISNI_all_0,0000 0001 2104 641X,external_ids_ISNI_preferred
https://ror.org/0366j1r61,external_ids_GRID_all,grid.452125.5,external_ids_GRID_preferred
https://ror.org/0366j1r61,external_ids_ISNI_all_0,0000 0001 2289 2976,external_ids_ISNI_preferred
https://ror.org/03d1csj97,external_ids_GRID_all,grid.423679.d,external_ids_GRID_preferred
https://ror.org/03d1csj97,external_ids_ISNI_all_0,0000 0000 8642 7160,external_ids_ISNI_preferred
https://ror.org/059ycz158,external_ids_GRID_all,grid.470512.5,external_ids_GRID_preferred
https://ror.org/059ycz158,external_ids_ISNI_all_0,0000 0004 0386 2247,external_ids_ISNI_preferred
https://ror.org/00mdktv23,external_ids_GRID_all,grid.417687.b,external_ids_GRID_preferred
https://ror.org/00mdktv23,external_ids_ISNI_all_0,0000 0001 0742 9289,external_ids_ISNI_preferred
https://ror.org/03bh1kf66,external_ids_GRID_all,grid.496107.d,external_ids_GRID_preferred
https://ror.org/03bh1kf66,external_ids_ISNI_all_0,0000 0004 5939 1720,external_ids_ISNI_preferred
https://ror.org/00dgzrp29,external_ids_GRID_all,grid.419007.b,external_ids_GRID_preferred
https://ror.org/00dgzrp29,external_ids_ISNI_all_0,0000 0001 0806 1156,external_ids_ISNI_preferred
https://ror.org/026f3t255,external_ids_GRID_all,grid.433579.f,external_ids_GRID_preferred
https://ror.org/026f3t255,external_ids_ISNI_all_0,0000 0001 0747 5007,external_ids_ISNI_preferred
https://ror.org/00rh0mt41,external_ids_GRID_all,grid.478699.d,external_ids_GRID_preferred
https://ror.org/00rh0mt41,external_ids_ISNI_all_0,0000 0000 9937 7078,external_ids_ISNI_preferred
https://ror.org/02pg36486,external_ids_GRID_all,grid.496254.8,external_ids_GRID_preferred
https://ror.org/02pg36486,external_ids_ISNI_all_0,0000 0004 6373 3594,external_ids_ISNI_preferred
https://ror.org/02n2b8x16,external_ids_GRID_all,grid.496347.b,external_ids_GRID_preferred
https://ror.org/02n2b8x16,external_ids_ISNI_all_0,0000 0001 1956 2669,external_ids_ISNI_preferred
https://ror.org/01h394058,external_ids_GRID_all,grid.435124.5,external_ids_GRID_preferred
https://ror.org/01h394058,external_ids_ISNI_all_0,0000 0001 2162 1269,external_ids_ISNI_preferred
https://ror.org/00bf9ms70,external_ids_GRID_all,grid.493962.3,external_ids_GRID_preferred
https://ror.org/00bf9ms70,external_ids_ISNI_all_0,0000 0000 8647 1196,external_ids_ISNI_preferred
https://ror.org/02f0cra24,external_ids_GRID_all,grid.465388.4,external_ids_GRID_preferred
https://ror.org/02f0cra24,external_ids_ISNI_all_0,0000 0001 2265 1531,external_ids_ISNI_preferred
https://ror.org/0451d4r46,external_ids_GRID_all,grid.496413.d,external_ids_GRID_preferred
https://ror.org/0451d4r46,external_ids_ISNI_all_0,0000 0004 5930 3807,external_ids_ISNI_preferred
https://ror.org/004zhf707,external_ids_GRID_all,grid.454096.a,external_ids_GRID_preferred
https://ror.org/004zhf707,external_ids_ISNI_all_0,0000 0001 1945 3075,external_ids_ISNI_preferred
https://ror.org/040ed7622,external_ids_FundRef_all_0,501100020671,external_ids_FundRef_preferred
https://ror.org/040ed7622,external_ids_GRID_all,grid.492297.3,external_ids_GRID_preferred
https://ror.org/040ed7622,external_ids_ISNI_all_0,0000 0004 0634 8825,external_ids_ISNI_preferred
https://ror.org/015bmra78,external_ids_GRID_all,grid.483108.6,external_ids_GRID_preferred
https://ror.org/015bmra78,external_ids_ISNI_all_0,0000 0001 0673 3828,external_ids_ISNI_preferred
https://ror.org/00xwg5y60,external_ids_GRID_all,grid.472014.4,external_ids_GRID_preferred
https://ror.org/00xwg5y60,external_ids_ISNI_all_0,0000 0004 5934 2208,external_ids_ISNI_preferred
https://ror.org/04chg7g34,external_ids_GRID_all,grid.440073.4,external_ids_GRID_preferred
https://ror.org/04chg7g34,external_ids_ISNI_all_0,0000 0000 9784 041X,external_ids_ISNI_preferred
https://ror.org/04z4n1a35,external_ids_GRID_all,grid.445449.c,external_ids_GRID_preferred
https://ror.org/04z4n1a35,external_ids_ISNI_all_0,0000 0004 0479 1479,external_ids_ISNI_preferred
https://ror.org/006ghkj05,external_ids_GRID_all,grid.424939.1,external_ids_GRID_preferred
https://ror.org/006ghkj05,external_ids_ISNI_all_0,0000 0001 2192 5860,external_ids_ISNI_preferred
https://ror.org/05tn5kf55,external_ids_FundRef_all_0,100018729,external_ids_FundRef_preferred
https://ror.org/05tn5kf55,external_ids_GRID_all,grid.491501.8,external_ids_GRID_preferred
https://ror.org/05tn5kf55,external_ids_ISNI_all_0,0000 0000 9501 3533,external_ids_ISNI_preferred
https://ror.org/00n2kc060,external_ids_FundRef_all_0,501100008874,external_ids_FundRef_preferred
https://ror.org/00n2kc060,external_ids_GRID_all,grid.443615.1,external_ids_GRID_preferred
https://ror.org/00n2kc060,external_ids_ISNI_all_0,0000 0004 1797 7790,external_ids_ISNI_preferred
