html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent_relationships,comment
,https://ror.org/05hqp1023,Centro de Química Estrutural*pt,active,education,Universidade de Lisboa Centro de Química Estrutural*pt,Centro de Química Estrutural*pt,CQE*pt,https://cqe.tecnico.ulisboa.pt,,cqe.tecnico.ulisboa.pt,,,,,,0000 0004 4903 1318,0000 0004 4903 1318,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/00ww2r127,Clínica Universitária de Cardiologia*pt,active,education,Universidade de Lisboa Clínica Universitária de Cardiologia*pt,Clínica Universitária de Cardiologia*pt; University Clinic of Cardiology*en,,https://www.medicina.ulisboa.pt/clinica-universitaria-de-cardiologia,,,,,,,,0000 0004 6471 7852,0000 0004 6471 7852,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/02r6xw279,Clínica Universitária de Obstetrícia e Ginecologia*pt,active,education,Universidade de Lisboa Clínica Universitária de Obstetrícia e Ginecologia*pt,Clínica Universitária de Obstetrícia e Ginecologia*pt,,https://www.medicina.ulisboa.pt/clinica-universitaria-de-obstetricia-e-ginecologia,,,,,,,,0000 0004 6416 5453,0000 0004 6416 5453,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/03gwskq53,Clínica Universitária de Pneumologia*pt,active,education,Universidade de Lisboa Clínica Universitária de Pneumologia*pt,Clínica Universitária de Pneumologia*pt; University Clinic of Pulmonolog*en,,https://www.medicina.ulisboa.pt/clinica-universitaria-de-pneumologia,,,,,,,,0000 0004 6471 8126,0000 0004 6471 8126,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/02zbqp516,Grupo de Física Matemática*pt,active,education,Universidade de Lisboa Grupo de Física Matemática*pt,Grupo de Física Matemática*pt; Group of Mathematical Physics*en,GFM*pt,http://gfm.cii.fc.ul.pt,,gfm.cii.fc.ul.pt,,,,,,0000 0004 5897 0448,0000 0004 5897 0448,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/03actwe44,Instituto de Histologia e Biologia do Desenvolvimento*pt,active,education,Universidade de Lisboa Instituto de Histologia e Biologia do Desenvolvimento*pt,Instituto de Histologia e Biologia do Desenvolvimento*pt,,https://www.medicina.ulisboa.pt/instituto-de-histologia-e-biologia-do-desenvolvimento,,,,,,,,0000 0004 0486 7250,0000 0004 0486 7250,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/028mw1j46,Universidade de Lisboa Instituto do Oriente*pt,active,education,Universidade de Lisboa Instituto do Oriente*pt,Universidade de Lisboa Instituto do Oriente*pt,ISCSP*pt,https://ioriente.iscsp.ulisboa.pt/index.php/pt/,,,1989,,,,,0000 0001 2116 8724,0000 0001 2116 8724,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/05y50ps96,Laboratório de Ergonomia*pt,active,education,Universidade de Lisboa Laboratório de Ergonomia*pt,Laboratório de Ergonomia*pt,ERGOLAB*pt,https://ergolab.fmh.ulisboa.pt,,ergolab.fmh.ulisboa.pt,,,,,,0000 0004 6471 8089,0000 0004 6471 8089,,,Oeiras,Portugal,2265464,https://ror.org/01c27hj86,
,https://ror.org/04nhye957,Laboratório de Farmacologia Clínica e Terapêutica*pt,active,education,Universidade de Lisboa Laboratório de Farmacologia Clínica e Terapêutica*pt,Laboratório de Farmacologia Clínica e Terapêutica*pt,,https://www.medicina.ulisboa.pt/laboratorio-de-farmacologia-clinica-e-terapeutica,,,,,,,,0000 0004 6418 1998,0000 0004 6418 1998,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/02y82bt96,Laboratório de Genética*pt,active,education,Universidade de Lisboa Laboratório de Genética*pt,Laboratório de Genética*pt,,https://www.medicina.ulisboa.pt/laboratorio-de-genetica,,,,,,,,0000 0004 6418 200X,0000 0004 6418 200X,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/00zxx1774,Laboratório de Instrumentação Engenharia Biomédica e Física da Radiação*pt,active,education,Universidade de Lisboa Laboratório de Instrumentação Engenharia Biomédica e Física da Radiação*pt,"Laboratório de Instrumentação Engenharia Biomédica e Física da Radiação*pt; Laboratory for Instrumentation, Biomedical Engineering and Radiation Physics*en",LIBPHYS*pt,https://libphys.pt,,libphys.pt,,,,,,0000 0004 6471 8046,0000 0004 6471 8046,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/006p6tf90,Laboratório de Medidas Eléctricas*pt,active,education,Universidade de Lisboa Laboratório de Medidas Eléctricas*pt,Laboratório de Medidas Eléctricas*pt,,https://www.dee.isep.ipp.pt/index.php?page=LabI308,,,,,,,,0000 0004 7664 2181,0000 0004 7664 2181,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/0198g6d77,Laboratório de Métodos Matemáticos*pt,active,education,Universidade de Lisboa Laboratório de Métodos Matemáticos*pt,Laboratório de Métodos Matemáticos*pt,,https://labmm.fmh.ulisboa.pt,,labmm.fmh.ulisboa.pt,,,,,,0000 0004 6471 8097,0000 0004 6471 8097,,,Oeiras,Portugal,2265464,https://ror.org/01c27hj86,
,https://ror.org/032v56e13,Laboratório de Microbiologia*pt,active,education,Universidade de Lisboa Laboratório de Microbiologia*pt,Laboratório de Microbiologia*pt,,https://fenix.ciencias.ulisboa.pt/courses/lm-i-2-1973404328526072,,,,,,,,0000 0004 7713 9238,0000 0004 7713 9238,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/00h4pdn80,Teoria e História do Direito*pt,active,education,Universidade de Lisboa Teoria e História do Direito*pt,Teoria e História do Direito*pt,THD*pt,https://www.iuris.edu.pt/pt/publicacoes/teoria-e-historia-do-direito/142/,,,,,,,,0000 0004 5897 2128,0000 0004 5897 2128,,,Lisboa,Portugal,2267057,https://ror.org/01c27hj86,
,https://ror.org/00ap6k638,Unidade Tecnológica de Radioesterilização*pt,active,education,Universidade de Lisboa Unidade Tecnológica de Radioesterilização*pt,Unidade Tecnológica de Radioesterilização*pt; Technological Unit for Radiosterilization*en,UTR*pt,http://utr.ctn.tecnico.ulisboa.pt,,utr.ctn.tecnico.ulisboa.pt,,,,,,0000 0004 5927 9763,0000 0004 5927 9763,,,Bobadela,Portugal,8013554,https://ror.org/01c27hj86,
,https://ror.org/021n2yg11,Centro de Ciência Animal e Veterinária*pt,active,education,Universidade de Trás-os-Montes e Alto Douro Centro de Ciência Animal e Veterinária*pt,Centro de Ciência Animal e Veterinária*pt; Animal and Veterinary Research Centre*en,CECAV*pt,https://cecav.pt,,cecav.pt,,,,,,0000 0004 5896 3264,0000 0004 5896 3264,,,Vila Real,Portugal,2732438,https://ror.org/03qc8vh97,
,https://ror.org/03f99ad09,Centro de Investigacao em Quimica do Algarve*pt,active,education,Universidade do Algarve Centro de Investigacao em Quimica do Algarve*pt,Centro de Investigacao em Quimica do Algarve*pt; Algarve Chemistry Research Centre*en,CIQA*pt,https://ciqaualg.wordpress.com,,ciqaualg.wordpress.com,,,,,,0000 0004 8033 6267,0000 0004 8033 6267,,,Faro,Portugal,2268337,https://ror.org/014g34x36,
,https://ror.org/03ppr9618,Centro de Estudos em Direito da União Europeia*pt,active,education,Universidade do Minho Centro de Estudos em Direito da União Europeia*pt,Centro de Estudos em Direito da União Europeia*pt,CEDU*pt,"http://www.cedu.direito.uminho.pt/#:~:text=Centro%20de%20Estudos%20em%20Direito%20da%20Uni%C3%A3o%20Europeia%20%2D%20Universidade%20do%20Minho&text=O%20Centro%20de%20Estudos%20em,iniciativas%20editoriais%2C%20incluindo%20publica%C3%A7%C3%B5es%20peri%C3%B3dicas.",,cedu.direito.uminho.pt,,,,,,0000 0004 5928 1919,0000 0004 5928 1919,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,
,https://ror.org/02yqx2d54,Centro de Estudos Humanísticos*pt,active,education,Universidade do Minho Centro de Estudos Humanísticos*pt,Centro de Estudos Humanísticos*pt,CEHUM*pt,https://cehum.elach.uminho.pt,,cehum.elach.uminho.pt,,,,,,0000 0001 2174 1682,0000 0001 2174 1682,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,
,https://ror.org/02bwcre44,Centro de Investigação em Educação*pt,active,education,Universidade do Minho Centro de Investigação em Educação*pt,Centro de Investigação em Educação*pt,CIED*pt,https://cied.uminho.pt,,cied.uminho.pt,,,,,,0000 0004 0393 778X,0000 0004 0393 778X,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,
,https://ror.org/043zrmk48,Centro de Investigação em Enfermagem*pt,active,education,Universidade do Minho Centro de Investigação em Enfermagem*pt,Centro de Investigação em Enfermagem*pt; Center for Research in Nursing*en,CIENF*pt,https://www.ese.uminho.pt/pt/Investigar/Paginas/cienf.aspx,,,,,,,,0000 0005 0986 8276,0000 0005 0986 8276,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,
,https://ror.org/03116sx88,Centro IDEA*pt,active,education,Universidade do Minho Centro IDEA*pt,Centro IDEA*pt,,https://idea.uminho.pt,,idea.uminho.pt,,,,,,0000 0005 0840 3477,0000 0005 0840 3477,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,
,https://ror.org/02ygkva69,Labbels*pt,active,education,Universidade do Minho Labbels*pt,Labbels*pt,,http://www.labbels.uminho.pt,,labbels.uminho.pt,,,,,,0000 0004 5897 2267,0000 0004 5897 2267,,,Braga,Portugal,2742032,https://ror.org/037wpkx04,
,https://ror.org/04w01dm88,Laboratório de Paisagens Património e Território*pt,active,education,Universidade do Minho Laboratório de Paisagens Património e Território*pt,"Laboratório de Paisagens Património e Território*pt; andscapes, Heritage and Territory Laboratory*en",LAB2PT*pt,https://lab2pt.net,,lab2pt.net,,,,,,0000 0004 5897 1299,0000 0004 5897 1299,,,Guimarães,Portugal,2738752,https://ror.org/037wpkx04,
,https://ror.org/019d5sd14,Centro de Investigação Interdisciplinar em Justiça*pt,active,education,Universidade do Porto Centro de Investigação Jurídico-Económica*pt,Centro de Investigação Interdisciplinar em Justiça*pt,CIJE*pt; CIJ*pt,https://cij.up.pt,,cij.up.pt,,,,,,0000 0000 9715 2270,0000 0000 9715 2270,,,Porto,Portugal,2735943,https://ror.org/043pwc612,Changed names
,https://ror.org/02a26ft70,Laboratório de Aprendizagem e Controlo Motor*pt,active,education,Universidade do Porto Laboratório de Aprendizagem e Controlo Motor*pt,Laboratório de Aprendizagem e Controlo Motor*pt,LACM*pt,https://lacm.fade.up.pt,,lacm.fade.up.pt,,,,,,0000 0004 6471 7967,0000 0004 6471 7967,,,Porto,Portugal,2735943,https://ror.org/043pwc612,
,https://ror.org/04v812296,Observatório Astronómico Prof Manuel de Barros*pt,active,education,Universidade do Porto Observatório Astronómico Prof Manuel de Barros*pt,Observatório Astronómico Prof Manuel de Barros*pt,OAUP*pt,https://oa.fc.up.pt,,oa.fc.up.pt,,,,,,0000 0004 0511 4242,0000 0004 0511 4242,,,Vila Nova de Gaia,Portugal,2732544,https://ror.org/043pwc612,
,https://ror.org/013ge8k52,Centro de Biotecnologia dos Açores*pt,active,education,Universidade dos Açores Centro de Biotecnologia dos Açores*pt,Centro de Biotecnologia dos Açores*pt; Biotechnology Centre of Azores*en,CBA*pt,https://cba.uac.pt,,cba.uac.pt,,,,,,0000 0004 6427 8909,0000 0004 6427 8909,,,Angra do Heroísmo,Portugal,3373348,https://ror.org/04276xd64,
,https://ror.org/03cet5v54,Instituto de Investigação e Tecnologia da Agronomia e Meio Ambiente*pt,active,education,Universidade dos Açores Instituto de Investigação e Tecnologia da Agronomia e Meio Ambiente*pt; Instituto de Investigação e Tecnologia Agrárias e do Ambiente*pt,Instituto de Investigação e Tecnologia da Agronomia e Meio Ambiente*pt,IITAA*pt,https://iitaa.uac.pt,,iitaa.uac.pt,,,,,,0000 0004 5895 6021,0000 0004 5895 6021,,,Ponta Delgada,Portugal,6941014,https://ror.org/04276xd64,
,https://ror.org/05y26d095,Centro de Investigação em Ciências Sociais e do Comportamento*pt,active,education,Universidade Fernando Pessoa Centro de Investigação em Ciências Sociais e do Comportamento*pt,Centro de Investigação em Ciências Sociais e do Comportamento*pt,,http://fp-b2s.ufp.pt,,fp-b2s.ufp.pt,,,,,,0000 0005 1091 4727,0000 0005 1091 4727,,,Porto,Portugal,2735943,https://ror.org/04h8e7606,
,https://ror.org/03k4rde50,Unidade de Investigacao UFP em Energia Ambiente e Saude*pt,active,education,Universidade Fernando Pessoa Unidade de Investigacao UFP em Energia Ambiente e Saude*pt,"Unidade de Investigacao UFP em Energia Ambiente e Saude*pt; Fernando Pessoa Energy, Environment and Health Research Unit*en",ENAS*pt,http://fp-enas.ufp.pt,,fp-enas.ufp.pt,,,,,,0000 0004 5897 2283,0000 0004 5897 2283,,,Porto,Portugal,2735943,https://ror.org/04h8e7606,
,https://ror.org/05gcc7w19,Universidade Fernando Pessoa Universidade Virtual*pt,active,education,,Universidade Fernando Pessoa Universidade Virtual*pt,UV*pt,http://www.ufpuv.com,,ufpuv.com,,,,,,0000 0004 8033 6259,0000 0004 8033 6259,,,Porto,Portugal,2735943,https://ror.org/04h8e7606,
,https://ror.org/049dv9r08,Centro de Estudos Jurídicos Económicos e Ambientais*pt,active,education,Universidade Lusíada de Lisboa Centro de Estudos Jurídicos Económicos e Ambientais*pt,Centro de Estudos Jurídicos Económicos e Ambientais*pt,CEJEA*pt,https://cejeia.ulusiada.pt,,cejeia.ulusiada.pt,,,,,,0000 0004 6471 8070,0000 0004 6471 8070,,,Lisboa,Portugal,2267057,https://ror.org/00zjprf31,
,https://ror.org/02hw9fh16,Centro de Investigação em Organizações Mercados e Gestão Industrial*pt,active,education,Universidade Lusíada de Lisboa Centro de Investigação em Organizações Mercados e Gestão Industrial*pt,Centro de Investigação em Organizações Mercados e Gestão Industrial*pt,,https://comegi.ulusiada.pt,,comegi.ulusiada.pt,,,,,,0000 0005 1340 6445,0000 0005 1340 6445,,,Lisboa,Portugal,2267057,https://ror.org/00zjprf31,
,https://ror.org/01h7r2364,Centro de Investigação em Território Arquitectura e Design*pt,active,education,Universidade Lusíada de Lisboa Centro de Investigação em Território Arquitectura e Design*pt,Centro de Investigação em Território Arquitectura e Design*pt,CITAD*pt,https://citad.ulusiada.pt,,citad.ulusiada.pt,,,,,,0000 0004 5895 9150,0000 0004 5895 9150,,,Lisboa,Portugal,2267057,https://ror.org/00zjprf31,
,https://ror.org/03gwvad41,Instituto Superior de Serviço Social*pt,active,education,Universidade Lusíada de Lisboa Instituto Superior de Serviço Social*pt,Instituto Superior de Serviço Social*pt,ISSSL*pt,,,,,,,,,0000 0000 9647 717X,0000 0000 9647 717X,,,Lisboa,Portugal,2267057,https://ror.org/00zjprf31,Wrong website given (www.lis.ulusiada.pt)
,https://ror.org/05gd28g81,Centro de Investigação em Política Economia e Sociedade*pt,active,education,Universidade Lusófona Centro de Investigação em Política Economia e Sociedade*pt; LusoGlobe*pt,Centro de Investigação em Política Economia e Sociedade*pt; Lusofona Centre on GLobal Challenges*en,CIPES*pt,https://lusoglobe.ulusofona.pt,,lusoglobe.ulusofona.pt,,,,,,0000 0004 6412 5806,0000 0004 6412 5806,,,Lisboa,Portugal,2267057,https://ror.org/05xxfer42,
,https://ror.org/04shvqs44,Centro Interdisciplinar de Desenvolvimento e Investigação em Ambiente Gestão Aplicada e Espaço*pt,active,education,Universidade Lusófona de Humanidades e Tecnologias Centro Interdisciplinar de Desenvolvimento e Investigação em Ambiente Gestão Aplicada e Espaço*pt,Centro Interdisciplinar de Desenvolvimento e Investigação em Ambiente Gestão Aplicada e Espaço*pt,DREAMS*pt,http://aero.ulusofona.pt/sobre-o-departamento/investigacao-dreams/,,,,,,,,0000 0004 6443 9725,0000 0004 6443 9725,,,Lisboa,Portugal,2267057,https://ror.org/02cpgaz56,
,https://ror.org/02nmqyx36,Edições Universitárias Lusófonas*pt,active,education,Universidade Lusófona de Humanidades e Tecnologias Edições Universitárias Lusófonas*pt,Edições Universitárias Lusófonas*pt,,https://edicoes.ulusofona.pt,,edicoes.ulusofona.pt,,,,,,0000 0004 8515 1384,0000 0004 8515 1384,,,Lisboa,Portugal,2267057,https://ror.org/02cpgaz56,
,https://ror.org/029c7fh08,Laboratório de Instrumentação Engenharia Biomédica e Física da Radiação*pt,active,education,Universidade Nova de Lisboa Laboratório de Instrumentação Engenharia Biomédica e Física da Radiação*pt,"Laboratório de Instrumentação Engenharia Biomédica e Física da Radiação*pt; Laboratory for Instrumentation, Biomedical Engineering and Radiation Physics*en",LIBPHYS*en,https://libphys.pt,,libphys.pt,,,,,,0000 0004 5897 1256,0000 0004 5897 1256,,,Coimbra,Portugal,2740637,https://ror.org/02xankh89,
,https://ror.org/039gvet66,Universidade Nova de Lisboa Biblioteca e Serviços de Documentação*pt,active,archive,,Universidade Nova de Lisboa Biblioteca e Serviços de Documentação*pt,,https://www.novaims.unl.pt/pt/servicos-e-comunidade/biblioteca-e-servicos-de-documentacao/,,,,,,,,0000 0005 1090 1248,0000 0005 1090 1248,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,
,https://ror.org/03pntgn87,Universidade Nova de Lisboa Bibliotecas*pt,active,archive,,Universidade Nova de Lisboa Bibliotecas*pt,,https://www.fcsh.unl.pt/faculdade/bibliotecas/,,,,,,,,0000 0004 7420 7901,0000 0004 7420 7901,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,
,https://ror.org/02y9krv25,Centro de Investigacao e Desenvolvimento sobre Direito e Sociedade*pt,active,education,Universidade Nova de Lisboa Centro de Investigacao e Desenvolvimento sobre Direito e Sociedade*pt,Centro de Investigacao e Desenvolvimento sobre Direito e Sociedade*pt,CEDIS*pt,https://cedis.novalaw.unl.pt,,cedis.novalaw.unl.pt,,,,,,0000 0004 5896 1656,0000 0004 5896 1656,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,
,https://ror.org/012bp0978,Comprehensive Health Research Centre*en,active,education,Universidade Nova de Lisboa Comprehensive Health Research Centre*en,Comprehensive Health Research Centre*en,CHRC*en,https://www.chrc.pt,,chrc.pt,,,,,,0000 0004 9340 3529,0000 0004 9340 3529,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,
,https://ror.org/0501adx40,Unidade de Biotecnologia Ambiental*pt,active,education,Universidade Nova de Lisboa Unidade de Biotecnologia Ambiental*pt,Unidade de Biotecnologia Ambiental*pt,,https://novaresearch.unl.pt/en/organisations/ubia-unidade-de-biotecnologia-ambiental/persons/,,,,,,,,0000 0001 0257 6626,0000 0001 0257 6626,,,Caparica,Portugal,2270229,https://ror.org/02xankh89,
,https://ror.org/05fa8tk41,Centro de Estudos de Direito do Ordenamento do Urbanismo e do Ambiente*pt,active,education,University of Coimbra Centro de Estudos de Direito do Ordenamento do Urbanismo e do Ambiente*pt,Centro de Estudos de Direito do Ordenamento do Urbanismo e do Ambiente*pt,CEDOUA*pt,https://cedoua.fd.uc.pt,,cedoua.fd.uc.pt,,,,,,0000 0001 2177 082X,0000 0001 2177 082X,,,Coimbra,Portugal,2740637,https://ror.org/04z8k9a98,
,https://ror.org/02pdrss67,UPTEC Associação de Transferência de Tecnologia da Asprela*pt,active,other,,UPTEC Associação de Transferência de Tecnologia da Asprela*pt,,https://uptec.up.pt,,uptec.up.pt,,,,,,0000 0004 6793 0405,0000 0004 6793 0405,,,Porto,Portugal,2735943,,
,https://ror.org/01chde460,US Air Forces Europe Libraries Lajes Library*pt,active,archive,,US Air Forces Europe Libraries Lajes Library*pt,,https://www.dodmwrlibraries.org,,dodmwrlibraries.org,,,,,,0000 0004 0495 2674,0000 0004 0495 2674,,,Lajes,Portugal,3372953,,
,https://ror.org/05nc04d72,Varzim Sport Club (Portugal)*en,active,company,,Varzim Sport Club (Portugal)*en,,https://varzim.pt,https://pt.wikipedia.org/wiki/Varzim_Sport_Club,varzim.pt,,,,,,0000 0005 0267 8023,0000 0005 0267 8023,,,Povoa de Varzim,Portugal,2735787,,
,https://ror.org/02r1e4k30,Via Hominis*pt,active,other,Humanitude*pt,Via Hominis*pt,,https://www.humanitude.pt,,humanitude.pt,,,,,,0000 0004 6419 000X,0000 0004 6419 000X,,,Alcobaça,Portugal,2272147,,
,https://ror.org/03sxh6j79,Vila Galé (Portugal)*pt,active,company,,Vila Galé (Portugal)*pt; Vila Gale Hotels *en,,https://www.vilagale.com,,vilagale.com,,,,,,0000 0000 9308 1460,0000 0000 9308 1460,,,Lisboa,Portugal,2267057,,
,https://ror.org/02csrd473,Vinha e Vinhos Portugueses Competitividade e Sustentabilidade*pt,active,other,,Vinha e Vinhos Portugueses Competitividade e Sustentabilidade*pt,,https://www.colabvinesandwines.pt,,colabvinesandwines.pt,,,,,,0000 0004 9337 5978,0000 0004 9337 5978,,,Vila Real,Portugal,2732438,,
,https://ror.org/006z28t09,Vicoustic (Portugal)*pt,active,company,Visound Acústica (Portugal)*pt,Vicoustic (Portugal)*pt; Visound Acoustics*en,,https://vicoustic.com,,vicoustic.com,,,,,,0000 0004 6419 0018,0000 0004 6419 0018,,,Paços de Ferreira,Portugal,2736883,,
,https://ror.org/05fb4e303,Quirónprevención (Portugal)*pt,active,company,VivaMais Segurança e Saúde do Trabalho*pt,Quirónprevención (Portugal)*pt; LiveMore Occupational Health and Safety *en,,https://www.quironprevencion.pt,,quironprevencion.pt,,,,,,0000 0004 6418 9308,0000 0004 6418 9308,,,Lisboa,Portugal,2267057,,Changed names in 2021
,https://ror.org/04744v755,NaturaFish (Portugal)*pt,active,company,Viveiros da Espargueira Actividades de Aquacultura*pt,NaturaFish (Portugal)*pt,,https://naturafish.com,,naturafish.com,,,,,,0000 0005 0840 3557,0000 0005 0840 3557,,,Portimão,Portugal,2264456,,Changed names
,https://ror.org/04g6hwe09,Voz da Natureza Lda (Portugal)*pt,active,company,Micnatur*pt,Voz da Natureza Lda (Portugal)*pt; Voice of Nature *en,,https://www.micnatur.pt,,micnatur.pt,,,,,,0000 0004 6419 0026,0000 0004 6419 0026,,,Oliveira do Hospital,Portugal,2737038,,
,https://ror.org/02bf26016,Wise Healthcare Solutions (Portugal)*en,active,company,,Wise Healthcare Solutions (Portugal)*en,,https://wisehs.eu,,wisehs.eu,,,,,,0000 0005 0840 359X,0000 0005 0840 359X,,,Porto,Portugal,2735943,,Active but website in maintenance
,https://ror.org/04d41yh18,Cyberensino Escola de Línguas da Moita (Portugal)*pt,active,company,,Cyberensino Escola de Línguas da Moita (Portugal)*pt; Cybereducation Language School of Moita*en,,,,,,,,,,0000 0004 5897 7500,0000 0004 5897 7500,,,Moita,Portugal,2266319,,Still open but it has no website
,https://ror.org/02dqsz009,Escola Superior Artística do Porto - Guimarães*pt,active,education,,Escola Superior Artística do Porto - Guimarães*pt,,https://www.esap-gmr.com,,esap-gmr.com,,,,,,0000 0004 4651 4891,0000 0004 4651 4891,,,Guimarães,Portugal,2738752,,
,https://ror.org/04mvypw81,Livraria Escolar Editora (Portugal)*pt,active,company,,Livraria Escolar Editora (Portugal)*pt; School Bookshop Publisher *en,,https://escolareditora.com,,escolareditora.com,,,,,,0000 0004 1798 0121,0000 0004 1798 0121,,,Lisboa,Portugal,2267057,,
,https://ror.org/026w56128,Museu da Faculdade de Belas Artes da Universidade do Porto*pt,active,other,,Museu da Faculdade de Belas Artes da Universidade do Porto*pt,,https://museus.up.pt/fbaup/default.aspx?IPR=145,,,,,,,,0000 0005 0631 5609,0000 0005 0631 5609,,,Porto,Portugal,2735943,https://ror.org/043pwc612,
,https://ror.org/045f3jn20,Comprehensive Health Research Centre Escola Nacional Saúde Pública*pt,active,education,Universidade Nova de Lisboa Comprehensive Health Research Centre Escola Nacional Saúde Pública*pt,Comprehensive Health Research Centre Escola Nacional Saúde Pública*pt,,https://novaresearch.unl.pt/en/organisations/comprehensive-health-research-centre-chrc-p%C3%B3lo-ensp,,,,,,,,0000 0005 1089 2708,0000 0005 1089 2708,,,Lisboa,Portugal,2267057,https://ror.org/02xankh89,
